-0.146179	0.378723	
-0.147095	0.379333	
-0.1474	0.380554	
-0.1474	0.38147	
-0.147095	0.382385	
-0.146179	0.383606	
-0.145569	0.384827	
-0.144653	0.385742	
-0.143738	0.386353	
-0.142517	0.387268	
-0.140991	0.387573	
-0.13916	0.387878	
-0.137024	0.387878	
-0.134888	0.387878	
-0.132751	0.387573	
-0.13092	0.387268	
-0.1297	0.386658	
-0.129089	0.386353	
-0.128784	0.385742	
-0.129089	0.385132	
-0.1297	0.384521	
-0.130615	0.384216	
-0.131226	0.383606	
-0.131836	0.383301	
-0.132751	0.382996	
-0.133057	0.38269	
-0.133667	0.382385	
-0.133972	0.382385	
-0.134583	0.38208	
-0.135498	0.38208	
-0.136108	0.38208	
-0.136719	0.38208	
-0.137024	0.382385	
-0.137024	0.382385	
-0.136719	0.382385	
-0.136414	0.38269	
-0.135498	0.382996	
-0.134888	0.383301	
-0.134277	0.383911	
-0.133667	0.384521	
-0.133057	0.385132	
-0.132446	0.385742	
-0.131531	0.386353	
-0.13092	0.386963	
-0.130005	0.387268	
-0.129089	0.387878	
-0.128479	0.388184	
-0.127869	0.388489	
-0.127258	0.388794	
-0.127258	0.389099	
-0.127258	0.389404	
-0.127563	0.389404	
-0.127869	0.389709	
-0.128784	0.389404	
-0.129395	0.389099	
-0.13031	0.388489	
-0.130615	0.387878	
-0.130615	0.386963	
-0.13031	0.386353	
-0.129395	0.385437	
-0.128174	0.384827	
-0.126648	0.384216	
-0.124817	0.384216	
-0.123596	0.384216	
-0.122375	0.383911	
-0.12146	0.383911	
-0.120239	0.383606	
-0.119019	0.383301	
-0.117493	0.38269	
-0.115967	0.382385	
-0.114441	0.381775	
-0.112915	0.381165	
-0.112305	0.380249	
-0.112	0.379639	
-0.112305	0.378418	
-0.11261	0.377502	
-0.11322	0.376282	
-0.113831	0.374756	
-0.114441	0.37323	
-0.114746	0.371704	
-0.115051	0.369873	
-0.115051	0.368042	
-0.114746	0.366516	
-0.114136	0.364685	
-0.113525	0.363464	
-0.11261	0.361938	
-0.112	0.361023	
-0.111084	0.360107	
-0.110779	0.359497	
-0.110474	0.359192	
-0.110168	0.359192	
-0.110474	0.359497	
-0.111084	0.360413	
-0.112305	0.361328	
-0.113831	0.362244	
-0.115662	0.362854	
-0.117493	0.36377	
-0.119629	0.364685	
-0.121765	0.365601	
-0.122986	0.366821	
-0.123901	0.368042	
-0.123596	0.369263	
-0.122986	0.370178	
-0.12146	0.371094	
-0.119324	0.371704	
-0.116577	0.372314	
-0.113525	0.372009	
-0.109863	0.371704	
-0.105591	0.371399	
