0.0442505	-0.0531006	
0.00915527	-0.0375366	
-0.00366211	-0.115967	
-0.0201416	-0.110474	
-0.0482178	0.00579834	
-0.0637817	0.00579834	
-0.0570679	-0.128174	
-0.0775146	-0.00244141	
-0.101013	0.022583	
-0.0942993	-0.0753784	
-0.072937	-0.0939941	
-0.0463867	-0.0762939	
-0.0384521	-0.00549316	
-0.0335693	0.0665283	
-0.00518799	0.0387573	
0.0149536	-0.174255	
0.0192261	-0.0418091	
0.010376	-0.0695801	
0.00732422	-0.166016	
0.00854492	-0.0939941	
0.0106812	-0.122986	
-0.00549316	-0.039978	
-0.0180054	-0.0283813	
-0.0332642	-0.0497437	
-0.0396729	0.0790405	
-0.0357056	0.0592041	
-0.0582886	-0.134888	
-0.120239	-0.163879	
-0.176392	0.119019	
-0.185547	0.0592041	
-0.14679	-0.132446	
-0.101318	-0.0985718	
-0.0982666	-0.0259399	
-0.148621	0.104065	
-0.15564	0.325317	
-0.0985718	0.214539	
-0.0360107	-0.12207	
0.032959	0.050354	
0.0714111	0.0302124	
0.0369263	-0.0970459	
-0.0613403	-0.032959	
-0.0537109	0.142822	
-0.0628662	0.31189	
-0.139771	0.0961304	
-0.181274	-0.185852	
-0.185547	-0.428162	
-0.133972	-0.33905	
-0.0842285	0.022583	
-0.0619507	0.093689	
-0.0717163	0.0213623	
-0.0888062	0.352478	
-0.109253	0.381165	
-0.116577	0.12146	
-0.145874	-0.0439453	
-0.172729	-0.126038	
-0.117493	-0.032959	
0.00854492	0.102234	
0.0552368	0.293274	
-0.00152588	0.257263	
-0.0146484	0.161743	
0.045166	-0.0964355	
0.0808716	-0.00701904	
0.0369263	0.0994873	
-0.0234985	0.217896	
-0.0570679	0.130005	
-0.0604248	-0.00762939	
-0.0848389	0.143738	
-0.147705	0.124817	
-0.139771	-0.0772095	
-0.156555	-0.186768	
-0.262451	-0.115356	
-0.390015	-0.108337	
-0.496826	-0.240479	
-0.500793	-0.202637	
-0.477905	0.0396729	
-0.457458	0.194397	
-0.418091	0.0784302	
-0.384216	-0.0631714	
-0.358276	-0.0296021	
-0.288391	-0.062561	
-0.180359	-0.0723267	
-0.118408	-0.0283813	
-0.162354	0.19928	
-0.171814	0.0164795	
-0.06073	-0.351868	
0.0427246	-0.172119	
0.134277	0.0311279	
0.207825	0.0695801	
0.254822	0.0265503	
0.322876	0.0756836	
0.361938	0.0799561	
0.39032	-0.0872803	
0.434875	-0.0961304	
0.489807	0.0408936	
0.455017	0.0128174	
0.371094	-0.0384521	
0.340881	-0.0921631	
0.286865	-0.0427246	
0.183411	-0.0518799	
0.050354	-0.100098	
-0.0479126	-0.340271	
-0.0646973	-0.0476074	
-0.0683594	0.0408936	
0.0289917	0.0418091	
0.0234985	0.00274658	
-0.0991821	-0.00427246	
-0.171814	0.0314331	
-0.184631	-0.164795	
-0.222168	-0.230408	
-0.279541	-0.0765991	
-0.321045	0.0726318	
-0.404968	0.0344849	
-0.528259	-0.0360107	
-0.53894	0.0735474	
-0.595093	0.0747681	
-0.61615	0.181885	
-0.63385	0.326538	
-0.688782	0.15686	
-0.773621	-0.020752	
-0.738525	-0.11322	
-0.605469	-0.104065	
-0.510559	-0.131836	
-0.481567	-0.0927734	
-0.42511	-0.00701904	
-0.298767	-0.26825	
-0.106506	-0.0582886	
0.0744629	0.131531	
0.145264	0.187988	
0.108032	-0.0827026	
0.138245	-0.214844	
0.249939	-0.19104	
0.368042	-0.0518799	
0.496521	0.00823975	
0.548401	-0.12085	
0.560913	-0.0488281	
0.582886	0.0332642	
0.576477	0.104675	
0.499573	0.0817871	
0.415649	0.0991821	
0.367126	0.0942993	
0.308838	-0.0125122	
0.310974	0.0534058	
0.354919	0.0134277	
0.38269	-0.266113	
0.38269	0.0106812	
0.456238	0.118713	
0.525513	0.183716	
0.588074	-0.129089	
0.552673	-0.220337	
0.541992	-0.144653	
0.509033	0.129089	
0.46814	-0.209961	
0.395508	-0.245361	
0.1297	-0.139771	
-0.179749	0.0592041	
-0.287781	0.163879	
-0.309143	0.0756836	
-0.375671	0.159607	
-0.46051	0.228271	
-0.576172	0.0866699	
-0.653687	-0.0964355	
-0.65155	-0.137024	
-0.639038	-0.140686	
-0.63446	0.03479	
-0.568848	0.418701	
-0.424805	0.558777	
-0.171509	-0.0189209	
0.0518799	-0.766296	
0.0747681	-0.694885	
-0.0219727	-0.163269	
-0.112	0.556946	
-0.123901	0.765686	
-0.124207	0.20874	
-0.090332	-0.330811	
-0.133362	-0.439453	
-0.3302	0.2005	
-0.435791	0.498657	
-0.504761	0.0415039	
-0.572205	-0.098877	
-0.682373	0.106506	
-0.792542	0.181274	
-0.814514	0.147705	
-0.712585	0.0805664	
-0.566711	-0.00579834	
-0.526123	0.0720215	
-0.393066	0.0982666	
-0.233154	0.0360107	
-0.0836182	0.0643921	
0.065918	0.0793457	
0.216064	-0.292969	
0.410156	-0.604248	
0.397644	-0.271912	
0.362244	-0.0369263	
0.394592	-0.0354004	
0.354309	-0.102844	
0.190735	-0.0439453	
0.107727	0.0970459	
0.136108	0.0564575	
0.136414	-0.118103	
0.0997925	-0.137329	
0.0479126	-0.0463867	
0.0524902	0.148926	
0.093689	0.2005	
0.179443	0.0204468	
0.219727	0.0109863	
0.231934	0.0961304	
0.358582	0.0158691	
0.540161	-0.0512695	
0.726318	-0.122681	
0.888062	-0.245361	
0.911255	-0.232239	
